name,club,profile_image,year,market_value
None,None,None,None,None
Sammy Simmo,SSV Merten 1925,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Armen Maksutoski,FC Brünninghausen,https://img.a.transfermarkt.technology/portrait/small/630801-1690640043.jpg?lm=1,20,-
Tim Puzalowski,TV Hoffnungsthal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Salih Aktürk,Eynesil Belediyespor,https://img.a.transfermarkt.technology/portrait/small/818347-1654438073.png?lm=1,20,-
Massil Aimene,SV Rot-Weiss Walldorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Timo Kondziella,1.FC Düren II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Noah Heim,TuS Hackenheim,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Oguzcan Büyükarslan,Borussia Mönchengladbach II,https://img.a.transfermarkt.technology/portrait/small/637919-1641113496.JPG?lm=1,20,€25k
Francisco San Jose,FC Wegberg-Beeck,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€10k
Lilian-Gabriel Reyes Mellado,TuS Ennepetal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Finn Bauens,SC Fortuna Köln,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€50k
None,None,None,None,None
Liam Ayad,FK Radnicki Nis,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,€200k
Alexander Huber,SV Anzing,https://img.a.transfermarkt.technology/portrait/small/6103-1438160952.jpg?lm=1,38,-
None,None,None,None,None
None,None,None,None,None
Alexandre Pato,São Paulo Futebol Clube,https://img.a.transfermarkt.technology/portrait/small/37579-1647201883.jpg?lm=1,34,€700k
Marco Ferreira,CO Boglia Cadro,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
None,None,None,None,None
Mauro Morales,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Tomazi,SC São João Ver,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
El. Sports Agency,None,None,None,None
Pedro,CR Flamengo,https://img.a.transfermarkt.technology/portrait/small/432895-1668696996.jpg?lm=1,26,€22.00m
Moreno Cincera,FC Mutschellen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
SportsGA,None,None,None,None
Tomás Silva,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Caio Sena,FC Pampilhosa,https://img.a.transfermarkt.technology/portrait/small/837629-1663927325.jpg?lm=1,26,-
None,None,None,None,None
Gustavo Pinto,Comercial Futebol Clube (SP),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
None,None,None,None,None
Tomás Alarcón,FC Cartagena,https://img.a.transfermarkt.technology/portrait/small/454238-1623406444.jpg?lm=1,24,€1.00m
João Oliveira,Debreceni VSC,https://img.a.transfermarkt.technology/portrait/small/195911-1449078417.jpg?lm=1,27,€475k
Diogo Fortunato,CS Bosa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Diogo Calixto,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Shujaa Sports Management,None,None,None,None
Peglow,Sport Club do Recife,https://img.a.transfermarkt.technology/portrait/small/627227-1675862675.png?lm=1,21,€1.50m
Tomás Silva,FC Vizela,https://img.a.transfermarkt.technology/portrait/small/461939-1571745944.jpg?lm=1,24,€600k
Manuel Bühler,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
None,None,None,None,None
None,None,None,None,None
João Nunes,Casa Pia AC,https://img.a.transfermarkt.technology/portrait/small/198021-1663602114.png?lm=1,28,€500k
Niklas Greif,SV Gaißau,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Maximilian Hangl,FC Natters,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Noah Roka,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Sebastian Doppelhofer,Georgia Revolution,https://img.a.transfermarkt.technology/portrait/small/599162-1609769709.png?lm=1,21,-
Mickael Negi,RFC Messancy,https://img.a.transfermarkt.technology/portrait/small/109612-1468613904.JPG?lm=1,39,-
Adrian Groll,SC Velbert II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ilyas Vöpel,SC Union Nettetal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Festim Ljuma,SV 1914 Eilendorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Asmar Paenda,1.FC Gievenbeck,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Emeraude Betani-Baku,Rostocker FC 1895,https://img.a.transfermarkt.technology/portrait/small/753743-1669124056.png?lm=1,20,-
None,None,None,None,None
Tim Kaiser,SG Mont Royal Reil,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
Bennet Kluge,1.FC Magdeburg II,https://img.a.transfermarkt.technology/portrait/small/817518-1670437108.jpg?lm=1,20,-
Luca Luigi Cortesi,Virtus Binasco,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Paul Wagner,SV Werder Bremen II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,61,-
Ole Overhoff,Preußen Münster II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ali Yilmaz,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Tim Hamann,Tennis Borussia Berlin,https://img.a.transfermarkt.technology/portrait/small/676383-1670437169.jpg?lm=1,20,-
Osman Calis,SV Bergisch Gladbach 09,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Gloire Kachala,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Tyrese Boakye,Eimsbütteler TV,https://img.a.transfermarkt.technology/portrait/small/806652-1690809291.jpg?lm=1,20,€10k
Finn Heidler,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Tariq-Emad Suleiman,TuS Koblenz,https://img.a.transfermarkt.technology/portrait/small/696145-1677113482.jpg?lm=1,20,€25k
Panagiotis Koliofotos,Without Club,https://img.a.transfermarkt.technology/portrait/small/806649-1598808560.jpg?lm=1,20,-
None,None,None,None,None
Tyron Duah,SpVgg Greuther Fürth II,https://img.a.transfermarkt.technology/portrait/small/806648-1626701049.jpg?lm=1,20,€100k
Kilian Skolik,Fortuna Düsseldorf II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€50k
Simon Knüwe,Without Club,https://img.a.transfermarkt.technology/portrait/small/806611-1598808426.jpg?lm=1,21,-
Linus Dahl,Norrby IF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
None,None,None,None,None
Kaan Horataci,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€25k
Florian Engelhardt,FC Viktoria Köln,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
Luka Geishauser,CSU Bakersfield Roadrunners (CSU Bakersfield),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Junis Anders,RSV Eintracht 1949,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Jona Kafka,Georgia Southern Eagles (GSU),https://img.a.transfermarkt.technology/portrait/small/601680-1676666909.jpg?lm=1,21,-
Tim Giesen,FC Schalke 04 II,https://img.a.transfermarkt.technology/portrait/small/696146-1660561444.jpg?lm=1,20,€75k
Jonas Dittrich,VfB Auerbach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Andrea Barisone,AVC Vogherese,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Max Roscher,Chemnitzer FC,https://img.a.transfermarkt.technology/portrait/small/600426-1672747466.png?lm=1,20,€75k
Bekem Saglam,DSC Wanne-Eickel ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Maximilian Morgner,DJK TuS Hordel,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Justin Radszuweit,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Niklas Fensky,FC Wegberg-Beeck,https://img.a.transfermarkt.technology/portrait/small/788645-1662585386.jpg?lm=1,21,€10k
None,None,None,None,None
Baran Kilic,FC Ober-Ramstadt,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Jannis Fuchs,VfB 1921 Krieschow,https://img.a.transfermarkt.technology/portrait/small/589066-1661892641.jpg?lm=1,20,-
None,None,None,None,None
Anil Özgen,VfB Speldorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ardit Selmani,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ryan Harder,FC Gießen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Marvin Brüggehoff,VfB 03 Hilden,https://img.a.transfermarkt.technology/portrait/small/673616-1642450477.jpg?lm=1,20,-
Rendal Scharfenberg,FSV Spandauer Kickers II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Kian Licina,VfB Speldorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Enes Ocakkaya,Adler Riemke,https://img.a.transfermarkt.technology/portrait/small/684305-1646994775.jpg?lm=1,20,-
Esat Öztürk,1.FC Spich,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Manolo Pieschel,SV Merkur Oelsnitz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Adrián Romero,Atlético Colegiales,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,46,-
Pablo Puig,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Juan Peinado,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,,None
Lorenzo Lai,RUSG Tertre Hautrage,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Morad Andich,Etoile Elsautoise,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
None,None,None,None,None
Romain Delaby,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
None,None,None,None,None
Pierre Ríos,Jabaquara Atlético Clube (SP),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Raphael Klauser,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Stefan Stresch,SC Landskron,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Mark Grigoryan,SV Gerasdorf/Stammersdorf,https://img.a.transfermarkt.technology/portrait/small/328732-1507526889.jpg?lm=1,25,-
Lukas Brotzge,FC Koblach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Patrick Moser,Floridsdorfer AC,https://img.a.transfermarkt.technology/portrait/small/602625-1695294715.jpg?lm=1,20,€75k
None,None,None,None,None
Fábio Marques,Quarteirense Futebol SAD,https://img.a.transfermarkt.technology/portrait/small/s_103789_4750_2009_1.jpg?lm=1,36,-
None,None,None,None,None
Markus Stenzel,SC Weiz,https://img.a.transfermarkt.technology/portrait/small/527553-1615228852.jpg?lm=1,21,-
Alperen Apali,SC Austria Lustenau II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Federico Marchelli,Alessandria Primavera,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Passoni Roberto Agente F.I.G.C.,None,None,None,None
Mathieu Granjon,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
Andreas Filler,Dornbirner SV,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
David Lechner,FG Schönwies/Mils,https://img.a.transfermarkt.technology/portrait/small/228531-1413191725.jpg?lm=1,28,-
Nando Teixeira,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Philip Buzuk,Wiener Sport-Club,https://img.a.transfermarkt.technology/portrait/small/674218-1567004182.jpg?lm=1,21,-
Filipe Massa,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Rodrigo Rêgo,FC Eindhoven,https://img.a.transfermarkt.technology/portrait/small/504078-1571749636.jpg?lm=1,21,€225k
João Neto,FC Famalicão U23,https://img.a.transfermarkt.technology/portrait/small/564919-1655898829.jpg?lm=1,20,€125k
Francisco Felizardo,SC Pombal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Martim Coxixo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€175k
None,None,None,None,None
Guga,Fluminense Football Club,https://img.a.transfermarkt.technology/portrait/small/592344-1662403483.jpg?lm=1,25,€3.50m
Pablo García,Unknown,https://img.a.transfermarkt.technology/portrait/small/7737-1688349419.jpg?lm=1,46,-
Manuel Rothweiler,TSV Beuren,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
João Nogueira,Without Club,https://img.a.transfermarkt.technology/portrait/small/316823-1485351022.jpg?lm=1,37,-
Afonso Araújo,SC Courense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
D&S SPORT,None,None,None,None
João Lourenço,ADRC Pedrógão,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,81,-
Marcel Kopriva,SV Schwechat,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
João Ferreira,Udinese Calcio,https://img.a.transfermarkt.technology/portrait/small/481623-1690898542.jpg?lm=1,22,€1.00m
José Pedro Cea,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Rodrigo Colombo,Sport Huancayo,https://img.a.transfermarkt.technology/portrait/small/334082-1699363154.JPG?lm=1,31,€325k
Lukas Aeberli,Pacific Tigers (Univ. of the Pacific),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Rúben Gonçalves,Lusitânia FC Lourosa,https://img.a.transfermarkt.technology/portrait/small/511522-1679996370.jpg?lm=1,24,-
Galvanito,Sertanense FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Rúben Rendeiro,Amora FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Rafinha,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_213727_585_2010_1.jpg?lm=1,33,€150k
Tristan Mitchell,Lochee United FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Tomás Carvalho,Interoeste FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Ferran Pol,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Pedro Francisco,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Kerem Sari,SV Atlas Delmenhorst,https://img.a.transfermarkt.technology/portrait/small/649147-1694157571.jpg?lm=1,20,-
Labinot Kryeziu,Schwarz-Weiß Essen,https://img.a.transfermarkt.technology/portrait/small/692010-1641112519.JPG?lm=1,20,-
Mladen Cvjetinovic,FC Ingolstadt 04,https://img.a.transfermarkt.technology/portrait/small/688639-1689882491.jpg?lm=1,20,€250k
Osman Altin,Germania Halberstadt,https://img.a.transfermarkt.technology/portrait/small/688543-1623310992.jpg?lm=1,20,-
Vleron Statovci,Alemannia Aachen,https://img.a.transfermarkt.technology/portrait/small/687257-1693421488.jpg?lm=1,20,€25k
Tom Müller,SV Tanne Thalheim,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Andreas Jelicic,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Jonas Böhmert,FSV 63 Luckenwalde,https://img.a.transfermarkt.technology/portrait/small/601921-1693752551.png?lm=1,20,€50k
Tommaso Morando,Alessandria Primavera,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,€25k
Ben Niklas Krone,FSV Babelsberg 74,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ardit Maloku,Without Club,https://img.a.transfermarkt.technology/portrait/small/598291-1663867897.jpg?lm=1,21,-
Justus Das Gupta,FC Treptow,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Enes Zengin,Bahlinger SC,https://img.a.transfermarkt.technology/portrait/small/495530-1699508410.jpg?lm=1,20,€25k
Amiro Amadou,SSV Jahn Regensburg II,https://img.a.transfermarkt.technology/portrait/small/570651-1634388253.jpg?lm=1,21,-
Danny Simmo,SSV Merten 1925,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Julian Janz,MTV Wolfenbüttel,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Roman Eppendorfer,Chemnitzer FC,https://img.a.transfermarkt.technology/portrait/small/600394-1659365249.jpg?lm=1,20,€50k
Noah Kloth,Preußen Münster II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Nijazi Marseli,DSK Köln,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Leonard Brodersen,FC Teutonia 05 Ottensen,https://img.a.transfermarkt.technology/portrait/small/806635-1692133374.jpg?lm=1,20,€50k
Hannes Brodner,SV Burgsteinfurt,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Malte Wesberg,Westfalia Kinderhaus,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Nicolò Barella,Inter Milan,https://img.a.transfermarkt.technology/portrait/small/255942-1661353022.jpg?lm=1,26,€75.00m
None,None,None,None,None
Joel Roma,Lleida Esportiu B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Dietmar Spiegel,FC Sulzberg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Benoit Hossay,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Anton Maderbacher,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Aitor Bilbao,CD Praviano,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Kevin Serville,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Matteo Hotop,SV Horn,https://img.a.transfermarkt.technology/portrait/small/790907-1694510350.jpg?lm=1,20,€175k
Jesús Sotés,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Christoph Graschi,SV Kapfenberg,https://img.a.transfermarkt.technology/portrait/small/455003-1661528530.png?lm=1,22,€75k
Markus Reiter,SV Wimpassing II,https://img.a.transfermarkt.technology/portrait/small/s_845_123_2013_12_10_1.jpg?lm=1,47,-
Markus Gruber,SK Kammer,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Dennis Schmutz,SV Wacker Burghausen,https://img.a.transfermarkt.technology/portrait/small/434107-1660297303.png?lm=1,22,€75k
Florian Geley,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Luca-Andre Kozlyuk,TuS Blau-Weiß Königsdorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Patrik Feiertag,USV Langenlois,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Veli Çetin,Amed SK,https://img.a.transfermarkt.technology/portrait/small/208071-1533816087.jpg?lm=1,29,€50k
Diren-Mehmet Günay,FC Viktoria 1889 Berlin,https://img.a.transfermarkt.technology/portrait/small/601908-1637069492.jpg?lm=1,20,€75k
Nico Haiduk,Borussia Dröschede,https://img.a.transfermarkt.technology/portrait/small/672674-1657872558.jpg?lm=1,20,-
Tristan Woitina,Grün-Weiß Brieselang,https://img.a.transfermarkt.technology/portrait/small/589067-1637499058.png?lm=1,20,-
Felix Hinterding,Borussia Emsdetten,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Rojan Saribas,Without Club,https://img.a.transfermarkt.technology/portrait/small/655911-1647256523.jpg?lm=1,20,-
Jan Buskies,Unknown,https://img.a.transfermarkt.technology/portrait/small/337045-1418116897.jpg?lm=1,25,-
Oktay Kazan,Without Club,https://img.a.transfermarkt.technology/portrait/small/315381-1663085690.png?lm=1,25,€50k
Noah Rampoldt,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Marko Mitrovic,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
Patrick Telemans,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Christopher Ruprecht,USV Elixhausen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Emilio Kaya,SV Schwechat,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Maximilian Weil,SV Wacker 04 Bad Salzungen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Jakob Heinzl,SV Schwechat,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Ilie Barbulescu,---,https://img.a.transfermarkt.technology/portrait/small/188209-1691562264.jpg?lm=1,-,-
Matteo Ferè,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Samuele Massaro,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Lorenzo Baschiazzorre,FBC Oltrepo,https://img.a.transfermarkt.technology/portrait/small/816844-1663884785.jpg?lm=1,20,-
Denis Pajic,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Nenê,Esporte Clube Juventude,https://img.a.transfermarkt.technology/portrait/small/29091-1517311595.jpg?lm=1,42,€200k
Luis Ortner,CSU San Bernardino Coyotes,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Harald Wogrin,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Niklas Löbel,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Semedo,CF Esperança Lagos,https://img.a.transfermarkt.technology/portrait/small/138649-1508782385.png?lm=1,35,-
Laurent Kwembeke,RFC Rapid Symphorinois,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
None,None,None,None,None
Edwin Calderón,Juventud Independiente Tabacundo,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Dennis Ohene,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Jardel,ASD Angelana 1930,https://img.a.transfermarkt.technology/portrait/small/3625-1424273336.jpg?lm=1,50,-
Itallo Melo,CA do Porto,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Jardel,Without Club,https://img.a.transfermarkt.technology/portrait/small/3625-1424273336.jpg?lm=1,50,-
Pepe Reina,Villarreal CF,https://img.a.transfermarkt.technology/portrait/small/7825-1448528367.jpg?lm=1,41,€700k
Bruno Falcão,Mortágua FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Diogo Guarda,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Bruno Almeida,CD Santa Clara,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€450k
None,None,None,None,None
Botelho,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Miguel Bessa,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Celso Sidney,Amora FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
None,None,None,None,None
None,None,None,None,None
Hugo Balão,Merelinense FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
None,None,None,None,None
Ivan Reis,GD Fabril Barreiro,https://img.a.transfermarkt.technology/portrait/small/238498-1438867650.jpg?lm=1,33,-
None,None,None,None,None
Cleyson,Colorado Caieiras Futebol Clube,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Vilmar Júnior,Omonia Aradippou,https://img.a.transfermarkt.technology/portrait/small/558740-1684868547.jpeg?lm=1,28,-
Vinícius Tobias,Real Madrid Castilla,https://img.a.transfermarkt.technology/portrait/small/743587-1642504210.png?lm=1,19,€3.00m
Momo Sacko,Länk FC Vilaverdense ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€50k
Mateo Nieto,SC Esmoriz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
None,None,None,None,None
Fábio Manhas,URD Tires,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Diogo Grácio,SU 1º Dezembro,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Aleksandre Chivadze,---,https://img.a.transfermarkt.technology/portrait/small/117376-1581447269.jpg?lm=1,68,-
Hircane Graça,AD Limianos,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Caio Cunha,Cianorte Futebol Clube (PR),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Nakedi Chipu,AD Ovarense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Hugo Moniz,SC Marítimo Graciosa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Dare Shokumbi,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Frank Okenwa,Leça FC,https://img.a.transfermarkt.technology/portrait/small/533764-1507628599.jpg?lm=1,24,-
Yerko González,Unión San Felipe,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€275k
Paulo Sérgio,UD Sousense,https://img.a.transfermarkt.technology/portrait/small/17328-1696252381.jpg?lm=1,39,-
Guilherme Monteiro,CD Amiense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Leandrinho,Mortágua FC,https://img.a.transfermarkt.technology/portrait/small/s_99907_16441_2012_1.jpg?lm=1,40,-
Gonçalo Fabião,GD Nazarenos,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
João Paulo,Académico Viseu FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,51,-
Diogo Gonçalves,FC Copenhagen,https://img.a.transfermarkt.technology/portrait/small/258015-1699471209.jpg?lm=1,26,€4.00m
Top Elite Athletes Management,None,None,None,None
André Martins,Without Club,https://img.a.transfermarkt.technology/portrait/small/90367-1445432995.jpg?lm=1,33,€200k
Top Elite Athletes Management,None,None,None,None
Sequeira,Pendikspor,https://img.a.transfermarkt.technology/portrait/small/193303-1591777550.png?lm=1,33,€1.50m
Rúben Araújo,AC Marinhense,https://img.a.transfermarkt.technology/portrait/small/556661-1523361636.JPG?lm=1,25,-
Francisco Júnior,Sepsi OSK Sf. Gheorghe,https://img.a.transfermarkt.technology/portrait/small/215840-1693986735.png?lm=1,31,€200k
Renato Gomes,Valadares Gaia FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Maranata Vunge,CA Petróleos Luanda,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Jaílson Nobre,GS Mazara 1946,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Pelé,---,https://img.a.transfermarkt.technology/portrait/small/17121-1672341199.jpg?lm=1,-,-
